,title,year,rating,dubious,imdbid,id
5510,Br&uuml;no,2009,0,0,889583,480
5511,"Girl with the Dragon Tattoo, The",2009,3,1,1132620,485
5512,9,2009,0,0,472033,494
5513,In the Loop,2009,3,0,1226774,496
5514,Whatever Works,2009,3,1,1178663,497
5515,Duplicity,2009,2,0,1135487,498
5516,X-Men Origins: Wolverine,2009,3,1,458525,507
5517,Echelon Conspiracy,2009,0,0,1124039,518
5518,"I Love You, Man",2009,2,0,1155056,519
5519,Whip It,2009,3,0,1172233,522
5520,Surrogates,2009,1,0,986263,527
5521,Zombieland,2009,3,0,1156398,528
5522,"Maiden Heist, The",2009,0,0,1107860,531
5523,Cloudy with a Chance of Meatballs,2009,1,0,844471,534
5524,Tsar,2009,1,0,1424431,536
5525,Underworld: Rise of the Lycans,2009,1,0,834001,539
5526,Moon,2009,1,1,1182345,544
5527,"Men Who Stare at Goats, The",2009,0,0,1234548,548
5528,Fantastic Mr. Fox,2009,1,0,432283,550
5529,"Invention of Lying, The",2009,2,0,1058017,555
5530,Inglourious Basterds,2009,3,1,361748,557
5531,"Princess and the Frog, The",2009,3,0,780521,562
5532,Ninja Assassin,2009,1,0,1186367,563
5533,Up in the Air,2009,2,0,1193138,578
5534,Avatar,2009,3,0,499549,582
5535,Sherlock Holmes,2009,1,0,988045,632
5536,Precious: Based on the Novel Push by Sapphire,2009,3,0,929632,633
5537,Bitch Slap,2009,3,0,1212974,635
5538,"House of the Devil, The",2009,3,0,1172994,641
5539,A Perfect Getaway,2009,3,1,971209,642
5540,Jennifer&#39;s Body,2009,3,0,1131734,643
5541,Antichrist,2009,0,0,870984,644
5542,Drag Me to Hell,2009,3,0,1127180,654
5543,Ghosted,2009,3,0,1252595,665
5544,My Queen Karo,2009,3,0,1272041,677
5545,Madeo,2009,3,0,1216496,678
5546,Spring Breakdown,2009,3,0,814331,680
5547,Agora,2009,1,0,1186830,692
5548,"Imaginarium of Doctor Parnassus, The",2009,1,0,1054606,696
5549,A Single Man,2009,1,0,1315981,697
5550,"Secret of Kells, The",2009,0,0,485601,703
5551,Nine,2009,2,1,875034,709
5552,Dogtooth,2009,3,0,1379182,712
5553,"Road, The",2009,1,0,898367,713
5554,Helen,2009,3,0,1012729,714
5555,"Lovely Bones, The",2009,3,0,380510,718
5556,Los viajes del viento,2009,1,0,1426374,721
5557,Red Riding: In the Year of Our Lord 1974,2009,1,0,1259574,724
5558,Capitalism: A Love Story,2009,1,0,1232207,726
5559,I Love You Phillip Morris,2009,1,0,1045772,757
5560,Bring It On: Fight to the Finish,2009,3,0,1349482,758
5561,It&#39;s Complicated,2009,3,0,1230414,771
5562,"Private Lives of Pippa Lee, The",2009,3,0,1134629,774
5563,New Moon,2009,3,0,1259571,780
5564,My Sister&#39;s Keeper,2009,3,0,1078588,798
5565,Away We Go,2009,3,0,1176740,804
5566,Soul Kitchen,2009,1,0,1244668,809
5567,Lost Persons Area,2009,1,0,1405808,811
5568,"Boat That Rocked, The",2009,3,0,1131729,812
5569,Fish Tank,2009,3,0,1232776,888
5570,An Education,2009,3,0,1174732,885
5571,Bright Star,2009,3,0,810784,886
5572,Ajami,2009,2,0,1077262,891
5573,Law Abiding Citizen,2009,3,0,1197624,892
5574,Splice,2009,3,0,1017460,900
5575,Astro Boy,2009,3,1,375568,906
5576,Daybreakers,2009,1,0,433362,910
5577,Confessions of a Shopaholic,2009,3,0,1093908,915
5578,Humpday,2009,1,0,1334537,922
5579,Frequently Asked Questions About Time Travel,2009,2,0,910554,932
5580,"Last Station, The",2009,3,0,824758,946
5581,Brooklyn&#39;s Finest,2009,1,0,1210042,951
5582,"Human Centipede (First Sequence), The",2009,3,0,1467304,978
5583,"Informant!, The",2009,1,0,1130080,987
5584,Serious Moonlight,2009,2,0,1133993,992
5585,Beeswax,2009,3,0,1339268,996
5586,"Girl on the Train, The",2009,3,0,1183672,1011
5587,Villa Amalia,2009,3,0,1348327,1036
5588,Air Doll,2009,1,0,1371630,1043
5589,Invictus,2009,1,0,1057500,1186
5590,Chloe,2009,3,0,1352824,1341
5591,White Material,2009,3,0,1135952,1288
5592,Vision - Aus dem Leben der Hildegard von Bingen,2009,3,0,995850,1508
5593,"She, a Chinese",2009,2,0,1389374,1410
5594,Yesterday Was a Lie,2009,3,0,448182,1557
5595,Go get some rosemary,2009,1,0,1426362,1482
5596,Life During Wartime,2009,3,0,808526,1484
5597,Mr. Nobody,2009,1,0,485947,1413
5598,Planet 51,2009,1,0,762125,1421
5599,Hannah Free,2009,3,0,1315214,1574
5600,Undertow,2009,3,0,1368491,1577
5601,Cargo,2009,3,0,381940,1446
5602,44 Inch Chest,2009,1,0,914837,1520
5603,Nothing Personal,2009,3,0,1320352,1177
5604,Youth in Revolt,2009,1,1,403702,1179
5605,All About Steve,2009,3,0,881891,1180
5606,London River,2009,3,0,1227787,1214
5607,"Proposal, The",2009,2,0,1041829,1282
5608,Hua Mulan,2009,3,0,1308138,1286
5609,&quot;Chess in Concert&quot;,2009,1,0,1340768,1111
5610,Scheherazade Tell Me a Story,2009,3,0,1473149,1137
5611,"Secret in Their Eyes, The",2009,1,0,1305806,1140
5612,Mother and Child,2009,3,0,1121977,1162
5613,Cairo Time,2009,3,0,896529,1440
5614,Map of the Sounds of Tokyo,2009,1,1,1185376,1549
5615,Exam,2009,3,0,1258197,1454
5616,Cooking with Stella,2009,3,0,1479676,1526
5617,Hideaway (Le refuge),2009,3,0,1504429,1485
5618,Summer Wars,2009,3,0,1474276,1486
5619,Brothers,2009,3,0,765010,1487
5620,"Slammin&#39; Salmon, The",2009,3,0,1135525,1488
5621,"Young Victoria, The",2009,3,0,962736,1490
5622,Perrier&#39;s Bounty,2009,0,0,1003034,1493
5623,"Unloved, The",2009,3,0,1268989,1494
5624,"Girlfriend Experience, The",2009,3,1,1103982,1479
5625,Bride Wars,2009,3,0,901476,1395
5626,Dead Snow,2009,2,0,1278340,1080
5627,About Elly,2009,3,0,1360860,1609
5628,Coco Chanel &amp; Igor Stravinsky,2009,2,0,1023441,1634
5629,Ngai chai dor ching,2009,2,0,1463188,1638
5630,2012,2009,1,0,1190080,1695
5631,"Assassin Next Door, The",2009,3,0,1198153,1705
5632,Survival of the Dead,2009,1,0,1134854,1720
5633,"Unborn, The",2009,3,0,1139668,1721
5634,"Ugly Truth, The",2009,2,0,1142988,1724
5635,Thirst (Bakjwi),2009,3,1,762073,1738
5636,Case 39,2009,3,0,795351,1750
5637,A Prophet (Un Prophete),2009,1,0,1235166,1756
5638,Micmacs (Micmacs &agrave; tire-larigot),2009,3,1,1149361,1771
5639,"Limits of Control, The",2009,1,0,1135092,1779
5640,Still waiting,2009,3,0,1116186,1780
5641,Lebanon,2009,0,0,1483831,1796
5642,Jaffa,2009,3,0,1406160,1797
5643,Lourdes,2009,3,0,1405809,1803
5644,"Police, Adjective",2009,1,0,1337051,1804
5645,"Milk of Sorrow, The",2009,3,0,1206488,1805
5646,"Disappearance of Alice Creed, The",2009,0,0,1379177,1813
5647,Coco avant Chanel,2009,3,0,1035736,1821
5648,Defendor,2009,1,0,1303828,1823
5649,A Serious Man,2009,2,0,1019452,1870
5650,Lesbian Vampire Killers,2009,3,0,1020885,1885
5651,"Time Traveler&#39;s Wife, The",2009,3,1,452694,1909
5652,Everybody&#39;s Fine,2009,2,0,780511,1917
5653,"Scouting Book for Boys, The",2009,2,0,1022885,1936
5654,Crossing Over,2009,3,0,924129,2042
5655,"Blind Side, The",2009,2,0,878804,2048
5656,Storm,2009,3,0,768239,2105
5657,"Good Guy, The",2009,3,0,1247662,2109
5658,"Girl Who Kicked the Hornets&#39; Nest, The",2009,3,0,1343097,2125
5659,Last Train Home,2009,3,0,1512201,2126
5660,Ondine,2009,3,0,1235796,2127
5661,Suck,2009,1,0,1323605,2134
5662,"Girl Who Played with Fire, The",2009,3,0,1216487,2149
5663,TiMER,2009,2,0,1179794,2166
5664,Tournament,2009,0,0,471041,2174
5665,J&#39;ai tu&eacute; ma m&egrave;re,2009,2,0,1424797,2196
5666,"Box, The",2009,3,0,362478,2239
5667,My Last Five Girlfriends,2009,3,0,1050002,2258
5668,Get Low,2009,1,0,1194263,2273
5669,Brief Interviews With Hideous Men,2009,0,0,790627,2304
5670,Where the Wild Things Are,2009,1,0,386117,2336
5671,Uncertainty,2009,3,0,1086216,2348
5672,G-Force,2009,1,0,436339,2378
5673,Cracks,2009,3,0,1183665,2396
5674,Fast &amp; Furious,2009,1,0,1013752,2401
5675,Paper Heart,2009,3,0,1331064,2435
5676,"Bad Lieutenant: Port of Call - New Orleans, The",2009,3,0,1095217,2438
5677,Le h&eacute;risson,2009,3,0,1442519,2439
5678,Eyes Wide Open,2009,1,0,1424327,2443
5679,Alice,2009,3,0,1461312,2454
5680,Kaiji: The Ultimate Gambler,2009,0,0,1309449,2464
5681,Mega Shark vs Giant Octopus,2009,0,0,1350498,2470
5682,My Bloody Valentine 3D,2009,2,1,1179891,2489
5683,Gamer,2009,1,0,1034032,2536
5684,"City of Your Final Destination, The",2009,3,0,896923,2540
5685,A Town Called Panic,2009,1,0,1433540,2558
5686,"Boondock Saints II: All Saints Day, The",2009,0,0,1300851,2600
5687,Mutants,2009,3,1,1146320,2606
5688,Exit 117,2009,2,0,1521783,2635
5689,Desert Flower,2009,3,0,1054580,2650
5690,Monsters vs Aliens,2009,3,1,892782,2656
5691,Mary and Max,2009,1,0,978762,2669
5692,Enter the Void,2009,1,0,1191111,2671
5693,Dear Lemon Lima,2009,3,0,1242423,2685
5694,Our Summer in Tehran,2009,3,0,1326956,2755
5695,"Messenger, The",2009,1,0,790712,2776
5696,Ink,2009,3,0,1071804,2777
5697,Broken Embraces,2009,3,0,913425,2830
5698,"Double Hour, The",2009,3,0,1379222,2884
5699,Modern Family,2009,3,0,1442437,2915
5700,Finding Bliss,2009,3,0,1185242,2936
5701,Veronika Decides to Die,2009,3,0,1068678,2956
5702,Year of the Carnivore,2009,3,0,1372306,3041
5703,OSS 117: Lost in Rio,2009,1,0,1167660,3061
5704,3 Idiots,2009,1,0,1187043,3066
5705,Professor Layton and the Eternal Diva,2009,3,0,1488591,3082
5706,"My Son, My Son, What Have Ye Done",2009,2,0,1233219,3165
5707,"Horde, The",2009,0,0,1183276,3200
5708,C Me Dance,2009,3,0,1314645,4322
5709,He&#39;s Just Not That Into You,2009,3,0,1001508,3299
5710,Harry Brown,2009,1,0,1289406,3345
5711,Headhunter,2009,1,0,1322315,3356
5712,"Dancer and the Thief, The",2009,0,1,1243375,3377
5713,Il richiamo,2009,3,0,1463167,3378
5714,"Concert, The",2009,2,0,1320082,3462
5715,RoboGeisha,2009,3,0,1381512,3472
5716,Little Girl,2009,3,0,1426371,3516
5717,Wonder Woman,2009,3,0,1186373,3585
5718,Paa,2009,2,0,1532957,3730
5719,Evangelion: 2.0 You Can (Not) Advance,2009,3,0,860906,3732
5720,"Maid, The",2009,3,0,1187044,3752
5721,Armored,2009,0,0,913354,3779
5722,Wild About Harry,2009,3,0,435711,3813
5723,Albino Farm,2009,3,0,1050001,3821
5724,Attack on Leningrad,2009,3,0,432314,3838
5725,Dance Subaru,2009,3,0,1230424,3846
5726,"Girl (Flickan), The",2009,3,0,1342378,3847
5727,Tinker Bell and the Lost Treasure,2009,3,0,1216516,3906
5728,Technotise - Edit i ja,2009,3,0,1372301,3936
5729,According to Greta,2009,3,0,1059925,3997
5730,Black Dynamite,2009,2,0,1190536,4000
5731,Infestation,2009,3,0,1020543,4006
5732,"Good Witch&#39;s Garden, The",2009,3,0,1312251,4014
5733,Valhalla Rising,2009,0,0,862467,4129
5734,Pandorum,2009,1,0,1188729,4047
5735,Deadline,2009,3,0,1242618,4049
5736,"Fourth Kind, The",2009,3,0,1220198,4062
5737,In the Electric Mist,2009,2,0,910905,4075
5738,"Skeptic, The",2009,1,0,493451,4076
5739,Fired Up!,2009,1,0,1083456,4086
5740,Vampire Girl versus Frankenstein Girl,2009,3,0,1425928,4088
5741,One Hot Summer,2009,2,0,1422201,4114
5742,Adam,2009,2,0,1185836,4119
5743,I Come with the Rain,2009,0,0,1024744,4217
5744,Whiteout,2009,3,0,365929,4265
5745,Dead Hooker in a Trunk,2009,3,0,1508661,4332
5746,Natale a Beverly Hills,2009,1,0,1504362,4467
5747,"Wild Hunt, The",2009,1,0,1493886,4466
5748,Elsewhere,2009,3,0,874271,4533
5749,Friday the 13th,2009,2,0,758746,4570
5750,"Final Destination, The",2009,3,0,1144884,4596
5751,Carriers,2009,3,0,806203,4763
5752,[Rec] 2,2009,1,0,1245112,4764
5753,"Uninvited, The",2009,3,0,815245,4765
5754,David&#39;s Birthday,2009,3,0,1273204,4780
5755,Polytechnique,2009,3,0,1194238,4827
5756,Surviving Evil,2009,3,0,804539,4846
5757,Do Comeco ao Fim,2009,2,0,1440741,4929
5758,Not Since You,2009,2,0,1072438,4931
5759,12 Men of Christmas,2009,3,0,1446201,5013
5760,State of Play,2009,3,0,473705,5019
5761,El nino pez,2009,3,0,1235842,5034
5762,Last of the Living,2009,0,0,1351177,5052
5763,El traspatio (Backyard),2009,3,0,1257579,5116
5764,Dom zly,2009,1,0,1485698,5120
5765,Nowhere Boy,2009,3,1,1266029,5153
5766,Reservoir Hill,2009,3,0,2177683,5173
5767,Heartless,2009,1,0,1220214,5202
5768,Nasty Old People,2009,3,0,1527679,5251
5769,Awaydays,2009,2,0,1137436,5359
5770,"Last House on the Left, The",2009,3,0,844708,5363
5771,Amelia,2009,3,0,1129445,5367
5772,Fruit Fly,2009,3,0,1326221,5402
5773,And Then Came Lola,2009,3,0,1123894,5462
5774,Drool,2009,3,0,1268962,5506
5775,Make the Yuletide Gay,2009,3,0,1305714,5586
5776,Reykjavik Whale Watching Massacre,2009,3,0,1075749,5784
5777,"Joneses, The",2009,3,0,1285309,5636
5778,Aliens in the Attic,2009,3,0,775552,5666
5779,"Wrong House, The",2009,3,0,1648194,5695
5780,Queen to Play,2009,3,0,1082009,5718
5781,Big Font. Large Spacing,2009,3,0,1479163,5857
5782,Triangle,2009,3,0,1187064,5889
5783,Love Takes Wing,2009,3,0,1269560,5891
5784,Children of the Corn,2009,1,0,1290135,5907
5785,Ju-on: White Ghost,2009,3,0,1422675,5923
5786,Ju-on: Black Ghost,2009,3,0,1422674,5951
5787,Cosmonauta,2009,3,0,1332054,5966
5788,Love Happens,2009,3,0,899106,6058
5789,Bran Nue Dae,2009,1,0,1148165,6067
5790,Redline,2009,3,0,1483797,6122
5791,Solomon Kane,2009,3,0,970452,6189
5792,XXXHOLic: Shunmuki - Zenpen,2009,3,0,1263772,6213
5793,XXXHOLiC: Shunmuki - Kouhen,2009,3,0,1461305,6214
5794,Sorority Row,2009,3,1,1232783,6224
5795,Taking Woodstock,2009,1,0,1127896,6270
5796,After.Life,2009,1,0,838247,6311
5797,"Descent: Part 2, The",2009,3,0,1073105,6533
5798,Chohatsu Daikaiju Gehara,2009,0,0,3671900,6571
5799,Madea Goes to Jail,2009,0,0,1142800,6573
5800,"Cry of the Owl, The",2009,0,0,1034302,6580
5801,Tales from the Catholic Church of Elvis!,2009,3,0,1082876,6829
5802,Beautiful Kate,2009,3,0,1209377,6883
5803,I can do bad all by myself,2009,1,0,1385912,6937
5804,Georgia O&#39;Keeffe,2009,3,0,1320286,7010
5805,Butter bei die Fische,2009,3,0,1362534,7176
5806,Land of the Lost,2009,0,0,457400,7359
5807,(Untitled),2009,1,0,1132193,7382
5808,Accidents Happen,2009,3,0,1119123,7614
5809,Cherrybomb,2009,1,0,1248971,7623
5810,Dorian Gray,2009,1,0,1235124,7628
5811,Fatal Rescue,2009,1,0,1144825,7631
5812,Looking for Eric,2009,1,0,1242545,7723
5813,Celda 211,2009,0,0,1242422,7917
5814,"Hole, The",2009,3,0,1085779,8003
5815,Mystery Team,2009,1,0,1237838,8146
5816,Opie Gets Laid,2009,3,0,446043,8456
5817,Hachi: A Dog&#39;s Tale,2009,1,0,1028532,8555
5818,Breaking Upwards,2009,3,0,1247644,8593
5819,Killer Bean Forever,2009,0,0,1340108,8776
5820,Year One,2009,3,0,1045778,8848
5821,Cold Souls,2009,1,0,1127877,9007
5822,What&#39;s Your Raashee?,2009,2,0,1242530,9030
5823,Pope Joan,2009,3,0,458455,9368
5824,Night at the Museum: Battle of the Smithsonian,2009,1,0,1078912,9589
5825,1,2009,3,1,408060,9643
5826,"Greatest, The",2009,3,0,1226232,10030
5827,"Crazies, The",2010,3,0,455407,694
5828,Alice in Wonderland,2010,3,0,1014759,699
5829,Our Family Wedding,2010,3,0,1305583,702
5830,Green Zone,2010,0,0,947810,704
5831,Diary of a Wimpy Kid,2010,3,0,1196141,705
5832,How to Train Your Dragon,2010,3,0,892769,711
5833,Hot Tub Time Machine,2010,1,0,1231587,715
5834,Shutter Island,2010,1,0,1130884,716
5835,"Wolfman, The",2010,1,0,780653,717
5836,Repo Men,2010,3,0,1053424,723
5837,Kick-Ass,2010,1,0,1250777,737
5838,Cemetery Junction,2010,2,0,1196204,773
5839,Date Night,2010,3,0,1279935,784
5840,Iron Man 2,2010,3,0,1228705,797
5841,"Back-up Plan, The",2010,3,0,1212436,808
5842,Robin Hood,2010,3,1,955308,822
5843,Letters to Juliet,2010,3,1,892318,823
5844,MacGruber,2010,1,0,1470023,824
5845,"Ghost Writer, The",2010,2,0,1139328,828
5846,Prince of Persia: The Sands of Time,2010,0,0,473075,831
5847,"Runaways, The",2010,3,0,1017451,832
5848,Sex and the city 2,2010,3,0,1261945,835
5849,Book of Eli,2010,3,0,1037705,848
5850,Get Him To The Greek,2010,1,0,1226229,870
5851,Greenberg,2010,1,0,1234654,872
5852,Shrek Forever After,2010,1,0,892791,894
5853,Just Wright,2010,3,0,1407061,901
5854,Please Give,2010,3,0,878835,908
5855,Winter&#39;s Bone,2010,3,0,1399683,909
5856,"Karate Kid, The",2010,3,1,1155076,943
5857,Tiny Furniture,2010,3,0,1570989,944
5858,Toy Story 3,2010,3,1,435761,961
5859,Peacock,2010,1,0,1188113,962
5860,R U There,2010,0,0,1443518,968
5861,"A-Team, The",2010,0,0,429493,969
5862,Legion,2010,3,0,1038686,979
5863,Grown Ups,2010,3,0,1375670,980
5864,Exit Through the Gift Shop,2010,0,0,1587707,988
5865,Valentine&#39;s Day,2010,3,0,817230,989
5866,Browncoats: Redemption,2010,3,0,1593655,1004
5867,I Am Love,2010,3,0,1226236,1005
5868,Dos hermanos,2010,3,0,1576382,1012
5869,Boy,2010,1,0,1560139,1016
5870,"Last Airbender, The",2010,1,0,938283,1019
5871,"Switch, The",2010,2,0,889573,1570
5872,Ramona and Beezus,2010,3,0,493949,1350
5873,Centurion,2010,1,0,1020558,1506
5874,Jucy,2010,3,0,1336999,1507
5875,"Expendables, The",2010,1,0,1320253,1509
5876,Shelter,2010,3,0,1179069,1580
5877,"Sorcerer&#39;s Apprentice, The",2010,1,0,963966,1301
5878,Remember Me,2010,3,0,1403981,1303
5879,"Town, The",2010,1,0,840361,1576
5880,Middle Men,2010,1,0,1251757,1447
5881,"Other Guys, The",2010,2,0,1386588,1448
5882,La tete en friche,2010,1,0,1455151,1519
5883,You Will Meet a Tall Dark Stranger,2010,3,0,1182350,1518
5884,Poetry,2010,3,0,1287878,1566
5885,Resident Evil: Afterlife,2010,3,0,1220634,1567
5886,Salt,2010,3,0,944835,1299
5887,Knight and Day,2010,2,0,1013743,1174
5888,Skeletons,2010,3,0,1425933,1175
5889,Una hora mas en Canarias,2010,3,0,1161411,1183
5890,"Kids Are All Right, The",2010,3,0,842926,1199
5891,El dios de madera,2010,3,0,1511354,1215
5892,"Twilight Saga: Eclipse, The",2010,3,0,1325004,1234
5893,Despicable Me,2010,3,0,1323594,1139
5894,Cyrus,2010,1,0,1336617,1166
5895,Predators,2010,0,0,1424381,1168
5896,Inception,2010,3,1,1375666,1169
5897,Easy A,2010,3,0,1282140,1599
5898,"American, The",2010,1,0,1440728,1530
5899,Cop Out,2010,1,0,1385867,1453
5900,"Losers, The",2010,1,0,480255,1531
5901,Submarino,2010,1,0,1322385,1533
5902,Monga,2010,1,0,1604900,1471
5903,Love Like Poison,2010,3,0,1646985,1474
5904,"Eat, Pray, Love",2010,3,0,879870,1480
5905,Machete,2010,3,0,985694,1528
5906,Dinner for Schmucks,2010,1,0,427152,1407
5907,Scott Pilgrim vs. the World,2010,3,0,446029,1468
5908,"Housemaid, The",2010,3,0,1314652,1606
5909,Going the Distance,2010,3,0,1322312,1607
5910,"Last Exorcism, The",2010,3,0,1320244,1612
5911,"Great Vazquez, The",2010,3,0,1525915,1624
5912,Into Our Own Hands,2010,3,0,1653853,1618
5913,Heartbeats,2010,2,0,1600524,1619
5914,"Social Network, The",2010,1,0,1285016,1620
5915,Carancho,2010,3,0,1542852,1625
5916,You Again,2010,3,0,1414382,1626
5917,Let Me In,2010,1,0,1228987,1649
5918,Buried,2010,1,0,1462758,1650
5919,Abel,2010,3,0,1479668,1651
5920,Made In Dagenham,2010,3,0,1371155,1652
5921,"Tempest, The",2010,3,0,1274300,1653
5922,Catfish,2010,0,0,1584016,1655
5923,Wall Street: Money Never Sleeps,2010,3,1,1027718,1661
5924,Black Swan,2010,3,0,947798,1662
5925,Secretariat,2010,3,0,1028576,1669
5926,Amador,2010,3,0,1477171,1672
5927,13 Assassins,2010,1,1,1436045,1698
5928,Red,2010,2,0,1245526,1700
5929,Devil,2010,3,0,1314655,1701
5930,Score: A Hockey Musical,2010,2,0,1592876,1711
5931,Morning Glory,2010,3,0,1126618,1723
5932,Burlesque,2010,3,0,1126591,1784
5933,Elle s&#39;appelait Sarah (Sarah&#39;s key),2010,3,0,1668200,1742
5934,Megamind,2010,0,0,1001526,1743
5935,127 Hours,2010,3,1,1542344,1758
5936,Unstoppable,2010,3,1,477080,1759
5937,Another Year,2010,3,0,1431181,1760
5938,Clash of the Titans,2010,3,1,800320,1772
5939,Harry Potter and the Deathly Hallows: Part 1,2010,3,0,926084,1773
5940,Uncle Boonmee Who Can Recall His Past Lives,2010,3,0,1588895,1775
5941,"Next Three Days, The",2010,3,0,1458175,1777
5942,Tangled,2010,3,0,398286,1782
5943,Of god and men (Des hommes et des dieux),2010,0,0,1588337,1820
5944,Chico &amp; Rita,2010,2,0,1235830,1831
5945,Monsters,2010,0,0,1470827,1842
5946,Tron Legacy,2010,1,0,1104001,1851
5947,True Grit,2010,3,0,1403865,1854
5948,"King&#39;s Speech, The",2010,3,0,1504320,1863
5949,Charlie St. Cloud,2010,1,1,1438254,1865
5950,Temple Grandin,2010,3,0,1278469,1866
5951,"Tourist, The",2010,0,0,1243957,1879
5952,Skyline,2010,3,1,1564585,1880
5953,"Chronicles of Narnia: The Voyage of the Dawn Treader, The",2010,3,0,980970,1884
5954,Yogi Bear,2010,0,0,1302067,1893
5955,"Four-Faced Liar, The",2010,3,0,1174693,1918
5956,Never Let Me Go,2010,3,0,1334260,1923
5957,Jack and the Beanstalk,2010,1,0,1079968,1929
5958,Gunless,2010,2,0,1376195,1930
5959,"Client List, The",2010,2,0,1625340,1933
5960,Trigger,2010,3,0,1624408,1938
5961,Restrepo,2010,0,0,1559549,2006
5962,"Fighter, The",2010,2,0,964517,2033
5963,Welcome to the Rileys,2010,3,0,1183923,2049
5964,Simple Simon,2010,1,0,1686313,2046
5965,"Illusionist, The",2010,0,0,775489,2051
5966,"Place in Between, The",2010,3,0,1723115,2052
5967,Bal,2010,0,0,1571724,2055
5968,Biutiful,2010,1,0,1164999,2059
